art_id	url	name	where	m_gender	a_gender	m_count	a_count	m_quotes	a_quotes	m_source	a_source
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Marilyn B. Young	both	female	female	4	5	182	77	True	True
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Aaron Blatt	both	male	male	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Walter LaFeber	both	male	male	1	1	18	21	True	True
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Lauren Young	both	female	female	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Julius Rosenberg	both	male	male	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Mollie Persoff	both	female	female	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Leah Glasser	both	female	female	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Ethel Rosenberg	both	female	female	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Michael J. Young	both	male	male	2	1		0	True	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Carole Atkins	both	female	female	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Ernest P. Young	both	male	male	1	1		0	False	False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Michael	auto_only		male		1				False
a029	https://www.nytimes.com/2017/03/09/books/marilyn-b-young-dead-antiwar-historian.html	Marilyn Blatt	auto_only		female		1				False
a030	https://www.nytimes.com/2017/03/10/science/pink-lake-westgate-melbourne-australia.html	Mark Norman	both	male	male	5	5	75	56	True	True
a030	https://www.nytimes.com/2017/03/10/science/pink-lake-westgate-melbourne-australia.html	James	auto_only		male		1				False
a030	https://www.nytimes.com/2017/03/10/science/pink-lake-westgate-melbourne-australia.html	Lake Hillier	auto_only		male		1				False
a030	https://www.nytimes.com/2017/03/10/science/pink-lake-westgate-melbourne-australia.html	Westgate Park	auto_only		None		1				False
a031	https://www.nytimes.com/2017/03/10/science/nasa-cassini-saturn-moon-pan.html	Carolyn C. Porco	both	female	female	4	4	68	59	True	True
a031	https://www.nytimes.com/2017/03/10/science/nasa-cassini-saturn-moon-pan.html	Peter Thomas	both	male	male	1	1	9	10	True	True
a031	https://www.nytimes.com/2017/03/10/science/nasa-cassini-saturn-moon-pan.html	Mark R. Showalter	both	male	male	3	3	34	39	True	True
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	Jose I. Torres	both	male	male	7	8		0	False	False
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	William McClain	both	male	male	1	1	7	8	True	True
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	Kayla Rae Norton	both	female	female	9	9	21	25	False	True
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	Brian Fortner	both	male	male	3	3	54	59	True	True
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	Hyesha Bryant	both	female	None	1	1	40	0	True	False
a032	https://www.nytimes.com/2017/03/01/us/georgia-racist-couple-sentenced.html	Norman Barnett	both	male	male	2	2	6	7	True	True
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Faye Dunaway	both	female	female	2	2		0	False	False
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Emma Stone	both	female	female	1	1		0	False	False
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Brian Cullinan	both	male	male	4	4	11	14	True	True
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Cheryl Boone Isaacs	both	female	female	1	1		0	False	False
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Martha L. Ruiz	both	female	male	2	1		0	False	False
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Warren Beatty	both	male	male	4	4		3	False	True
a033	https://www.nytimes.com/2017/03/01/movies/oscars-academy-pwc-accountants.html	Ruiz	auto_only		female		1				False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Jack Bennett	both	male	male	1	1		0	True	True
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Mary B. McCord	both	female	female	1	1	33	0	True	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Trump	both	male	None	1	1		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Dmitry Aleksandrovich Dokuchaev	both	male	male	1	1		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Alexsey Belan	both	male	male	3	3		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Karim Baratov	both	male	male	2	2		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Ronald S. Bell	both	male	male	1	1		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Marissa Mayer	both	female	female	1	1		0	False	False
a034	https://www.nytimes.com/2017/03/15/technology/yahoo-hack-indictment.html	Igor Anatolyevich Sushchin	both	male	male	1	1		0	False	False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Alex Salakar	manual_only	male		2		51		True	
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Frederic Kerrest	manual_only	male		4		102		True	
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Les Hazelwood	both	male	male	1	1		0	False	False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Todd McKinnon	both	male	male	2	2	62	68	True	True
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Pitney Bowes	auto_only		None		1				False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Stormpath	auto_only		None		6				False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Salazar Hazelwood	auto_only		male		2				True
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Oktaessentially	auto_only		non-living		1				False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Okta	auto_only		non-living		4				False
a036	https://techcrunch.com/2017/03/06/okta-stormpath/	Kerrest	auto_only		male		3				True
a037	https://techcrunch.com/2017/03/05/ibm-adds-new-api-to-quantum-computing-cloud/	Jerry Chow	both	male	male	4	4	48	50	True	True
a038	https://techcrunch.com/2017/03/03/the-associated-press-plan-to-put-hyperlocal-data-in-the-hands-of-reporters/	Troy Thibodeaux	both	male	male	3	2	77	30	True	True
a038	https://techcrunch.com/2017/03/03/the-associated-press-plan-to-put-hyperlocal-data-in-the-hands-of-reporters/	Asa	auto_only		male		1				False
a039	https://techcrunch.com/2017/03/09/google-launches-committed-use-discounts-for-its-cloud-platform/	Urs Hlzle	both	male	None	2	2	9	0	True	True
a040	https://techcrunch.com/2017/03/08/kabbage-nabs-500m-for-small-business-loans/	Anthony Nocera	both	male	male	1	1	36	41	True	True
a040	https://techcrunch.com/2017/03/08/kabbage-nabs-500m-for-small-business-loans/	Kevin Phillips	both	male	male	4	4	19	23	True	True
a040	https://techcrunch.com/2017/03/08/kabbage-nabs-500m-for-small-business-loans/	Kabbage	auto_only		non-living		8				True
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	Donald J. Trump	both	male	male		1		0	False	False
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	C. Mark Eakin	both	male	male	2	2	25	26	True	True
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	Terry P. Hughes	both	male	male	7	7	95	120	True	True
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	Imogen Zethoven	both	female	female	1	1	30	33	True	True
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	Kim M. Cobb	both	female	female	2	2	33	36	True	True
a041	https://www.nytimes.com/2017/03/15/science/great-barrier-reef-coral-climate-change-dieoff.html	El Nio	auto_only		male		2				False
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	Ulrich Weiss	both	male	male	3	3		0	False	False
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	Martin Winterkorn	both	male	male	1	1		0	False	False
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	unnamed sources	manual_only			2				True	
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	Matthias Miler	manual_only	male		2		5		True	
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	Rupert Stadler	both	male	male	6	6	5	7	True	True
a042	https://www.nytimes.com/2017/03/15/business/audi-vw-diesel-emissions.html	Matthias Mller	auto_only		male		2				True
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Andrew Plumbly	both	male	male	1	1	7	8	True	True
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Kim Yoo-na	both	male	female	1	1	33	41	True	True
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Gong In-young	both	male	male	10	11	74	81	True	True
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Wendy Higgins	both	female	female	1	1	60	64	True	True
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Snow White	auto_only		male		1				False
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Spitz	auto_only		None		1				False
a043	https://www.nytimes.com/2016/05/18/world/asia/south-korea-dog-meat-trade.html	Tosa	auto_only		None		1				False
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Sam Schwartz	both	male	male	1	1	33	42	True	True
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Paul Wiedefeld	both	male	male	2	2		0	True	False
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Shivam Desai	both	male	male	1	1	28	31	True	True
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Curtis W. Reisinger	both	male	male	1	1	33	37	True	True
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Jeanine L. Skorinko	both	female	female	1	1	21	13	True	True
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Lukas Dobrovsky	both	male	male	1	1	28	0	True	True
a044	https://www.nytimes.com/2017/04/04/us/escalators-standing-or-walking.html	Otis	auto_only		male		2				True
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	Avni Bavishi	both	female	female	1	1		0	False	False
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	Wendy Schlessel Harpham	both	female	female	3	3	29	33	True	True
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	Judith T. Moskowitz	both	female	female	4	4	51	22	True	True
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	Gregg De Meza	both	male	male	1	1	64	79	True	True
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	Becca Levy	both	female	female	2	2		0	True	True
a045	https://www.nytimes.com/2017/03/27/well/live/positive-thinking-may-improve-health-and-extend-life.html	non-Hodgkin	auto_only		None		1				False
a046	https://www.nytimes.com/2017/04/05/world/asia/philippines-and-communist-rebels-agree-to-a-temporary-cease-fire.html	Fidel Agcaoili	both	male	male	2	2		0	False	False
a046	https://www.nytimes.com/2017/04/05/world/asia/philippines-and-communist-rebels-agree-to-a-temporary-cease-fire.html	Rodrigo Duterte	both	male	male	5	5	26	38	True	True
a046	https://www.nytimes.com/2017/04/05/world/asia/philippines-and-communist-rebels-agree-to-a-temporary-cease-fire.html	Jesus Dureza	both	male	male	2	2	56	62	True	True
a046	https://www.nytimes.com/2017/04/05/world/asia/philippines-and-communist-rebels-agree-to-a-temporary-cease-fire.html	Jose Maria Sison	both	male	male	2	3		0	False	False
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Maddie Baden	both	female	female	1	1		0	False	False
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Amy Robertson	both	female	female	10	10		7	False	True
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Tom Rosenstiel	both	male	male	1	1	12	18	True	True
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Emily Smith	both	female	female	6	6	43	54	True	True
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Destry Brown	both	male	male	2	2	44	48	True	True
a047	https://www.nytimes.com/2017/04/05/us/high-school-journalists-principal-quits.html	Frank LoMonte	both	male	male	1	2	55	60	True	True
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Uber	manual_only	company						True	
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Anthony Levandowski	both	male	male	7	7		0	False	False
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Sameer Kshirsagar	both	male	male	3	3		0	False	False
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Arturo Gonzalez	both	male	male	3	3	43	45	True	True
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Radu Raduta	both	male	male	1	1		0	False	False
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Charles K. Verhoeven	both	male	male	1	1		0	True	True
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	Waymo	both	company	non-living		11		0	True	True
a048	https://techcrunch.com/2017/04/05/uber-finds-one-allegedly-stolen-waymo-file-on-an-employees-personal-device/	William Alsup	both	male	male	1	1		0	True	True
a049	https://techcrunch.com/2017/04/05/spacex-spent-less-than-half-the-cost-of-a-new-first-stage-on-falcon-9-relaunch/	SpaceX	manual_only	company						False	
a049	https://techcrunch.com/2017/04/05/spacex-spent-less-than-half-the-cost-of-a-new-first-stage-on-falcon-9-relaunch/	Elon Musk	both	male	male	2	1		0	True	True
a049	https://techcrunch.com/2017/04/05/spacex-spent-less-than-half-the-cost-of-a-new-first-stage-on-falcon-9-relaunch/	Gwynne Shotwell	both	female	female	3	3		4	True	True
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	IBM Watson	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Slack	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Nestle	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Samsung	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Jager McConnell	both	male	male	9	9	147	85	True	True
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Microsoft	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Datafox	both	company	None		1		0	False	False
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Everstring	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Crunchbase	both	company	male		2		0	False	False
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Engagio	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Affinity	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Rajeev Batra	both	male	male	1	1	64	69	True	True
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Deloitte	both	company	None		1		0	False	False
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Volkswagen	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Datanyze	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Infer	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Target	manual_only	company						False	
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Hoover	auto_only		male		1				False
a050	https://techcrunch.com/2017/04/06/crunchbase-18-million/	Mayfield	auto_only		male		1				False
a051	https://techcrunch.com/2017/04/06/hyperloop-one-completes-vegas-test-track-tube-reveals-11-proposed-u-s-routes/	Hyperloop One	manual_only	company						False	
a051	https://techcrunch.com/2017/04/06/hyperloop-one-completes-vegas-test-track-tube-reveals-11-proposed-u-s-routes/	Nick Earle	both	male	male	6	6	211	119	True	True
a051	https://techcrunch.com/2017/04/06/hyperloop-one-completes-vegas-test-track-tube-reveals-11-proposed-u-s-routes/	Rob Lloyd	manual_only	male		1				False	
a051	https://techcrunch.com/2017/04/06/hyperloop-one-completes-vegas-test-track-tube-reveals-11-proposed-u-s-routes/	Rob	auto_only		male		1				True
a051	https://techcrunch.com/2017/04/06/hyperloop-one-completes-vegas-test-track-tube-reveals-11-proposed-u-s-routes/	Reno	auto_only		male		1				False
a052	https://techcrunch.com/2017/04/05/twitter-finally-launches-a-lite-app/	Twitter	manual_only	company				60		True	
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Mrs. Trump	manual_only	female		1				False	
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Trump	both	male	male		8		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Xi Jinping	both	male	female	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Kellyanne Conway	both	female	female	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Mike Pence	both	male	male	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	George W. Bush	both	male	male	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Eric Trump	both	male	male	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Barron Trump	both	male	male	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	William J. Callahan	both	male	male	1	1		2	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Donald Trump Jr.	both	male	female	1	2		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	James F. Tomsheck	both	male	male	1	1	41	45	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Reince Priebus	both	male	None	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	James P. O'Neill	both	male	male	1	1		0	True	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Barack Obama	both	male	male		3		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	H. R. McMaster	both	male	None	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	W. Ralph Basham	both	male	male	2	2	27	31	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Catherine Milhoan	both	female	female	1	1	33	35	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Joseph R. Biden Jr.	both	male	male	1	1		0	False	False
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Douglas A. Smith	both	male	male	1	1	27	36	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Jason Chaffetz	both	male	male	2	2	5	6	True	True
a053	https://www.nytimes.com/2017/04/06/us/politics/secret-service-trump-first-family-protection.html	Elijah Cummings	both	male	male	1	1	12	0	True	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Clarence Thomas	both	male	male	1	1		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Trump	both	male	male	3	3		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Robert H. Bork	both	male	male	1	1		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Orrin G. Hatch	both	male	male	1	2	19	9	True	True
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Neil M. Gorsuch	both	male	male	8	8		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Merrick B. Garland	both	male	male	3	3		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Patrick J. Leahy	both	male	male	1	1	14	16	True	True
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Chuck Schumer	both	male	male	1	1	13	17	True	True
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	George W. Bush	both	male	male	1	1		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Barack Obama	both	male	male	1	1		0	False	False
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Mitch McConnell	both	male	male	3	3	47	55	True	True
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Richard J. Durbin	both	male	male	1	1	22	25	True	True
a054	https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html	Antonin Scalia	both	male	male	1	1		0	False	False
a055	https://www.nytimes.com/2017/04/12/business/cathay-pacific-rupert-hogg-ivan-chu-ceo.html	Ivan Chu	both	male	male	4	5		0	False	False
a055	https://www.nytimes.com/2017/04/12/business/cathay-pacific-rupert-hogg-ivan-chu-ceo.html	Corrine Png	both	female	female	3	3		38	True	True
a055	https://www.nytimes.com/2017/04/12/business/cathay-pacific-rupert-hogg-ivan-chu-ceo.html	Rupert Hogg	both	male	male	2	2		0	False	False
a055	https://www.nytimes.com/2017/04/12/business/cathay-pacific-rupert-hogg-ivan-chu-ceo.html	John R. Slosar	both	male	male	2	2		26	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	George Bush	both	male	male	1	1		0	True	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Trump	both	male	None	1	1		0	True	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Reagan	both	male	female	1	1		0	True	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Abraham Heifets	both	male	male	5	5	19	23	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Justin Trudeau	both	male	male	1	1		0	False	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Geoffrey Hinton	both	male	male	6	6	3	4	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Ajay Agrawal	both	male	male	3	3		0	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Brendan Frey	both	male	male	2	2	31	35	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Yoshua Bengio	both	male	male	1	1		0	False	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Richard Sutton	both	male	male	2	2	12	14	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Timothy Draper	both	male	male	2	2		0	False	False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Tiff Macklem	both	male	None	1	1	20	21	True	True
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Atomwise	auto_only		None		1				False
a056	https://www.nytimes.com/2017/04/09/technology/canada-artificial-intelligence.html	Deep Genomics	auto_only		non-living		1				False
a057	https://www.nytimes.com/2017/04/07/arts/eleven-house-republicans-sign-letter-supporting-arts-endowment.html	Ken Calvert	both	male	male	3	3		0	False	False
a057	https://www.nytimes.com/2017/04/07/arts/eleven-house-republicans-sign-letter-supporting-arts-endowment.html	Betty McCollum	both	female	female	2	2		0	False	False
a057	https://www.nytimes.com/2017/04/07/arts/eleven-house-republicans-sign-letter-supporting-arts-endowment.html	Trump	both	male	male	2	2		0	False	False
a057	https://www.nytimes.com/2017/04/07/arts/eleven-house-republicans-sign-letter-supporting-arts-endowment.html	Louise Slaughter	both	female	female	1	1	61	67	True	True
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	Trump	both	male	None	1	1		0	False	False
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	Travis Kalanick	both	male	male	4	4		0	False	False
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	David S. Kirk	both	male	male	1	1		0	False	False
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	Noli Brazil	manual_only	male		3		59		True	
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	Jessica Lynn Peck	both	female	female	4	4	74	81	True	True
a058	https://www.nytimes.com/2017/04/07/business/uber-drunk-driving-prevention.html	Brazil	auto_only		male		2				True
a059	https://www.nytimes.com/2017/04/06/fashion/louis-vuitton-strike-france.html	Jean-Marc Damelincourt	both	male	male	3	3	62	68	True	True
a059	https://www.nytimes.com/2017/04/06/fashion/louis-vuitton-strike-france.html	Travail	auto_only		male		1				False
a059	https://www.nytimes.com/2017/04/06/fashion/louis-vuitton-strike-france.html	Louis Vuitton	auto_only		non-living		5				False
a060	https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html	Susan Roberts	both	female	female	1	1	34	37	True	True
a060	https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html	James Cole	both	male	male	9	10	69	20	True	True
a060	https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html	David Levitsky	both	male	male	1	1	26	29	True	True
a060	https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html	Silvia Bello	both	female	female	1	1		0	True	True
a060	https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html	Gough	auto_only		None		1				False
a061	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	Jon Platt	both	male	male	8	8	12	3	True	True
a061	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	Toby Young	both	male	male	1	1	61	65	True	True
a061	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	Brenda Hale	both	female	female	2	2		27	True	True
a061	https://www.nytimes.com/2017/04/06/world/europe/britain-vacation-school-disney.html	John Pugh	both	male	male	1	1	30	34	True	True
